Country,ISO2,ISO3,Counterpart Country,Counterpart ISO2,Counterpart ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HN,HND,"Aruba, Kingdom of the Netherlands",AW,ABW,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,0.0007733158598318,0.0639828014229775,,,,,,,,,,0.280112044817927,,,,,,,,
Honduras,HN,HND,Australia,AU,AUS,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,120.0,,,,800.0,,,,,
Honduras,HN,HND,Australia,AU,AUS,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,0.0002260612189605,,,,0.0021484984667912,,,,,
Honduras,HN,HND,Australia,AU,AUS,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,5266.0,28762.0,,2587.0,29882.0,,1062.0,16874.0,2076.0,9262.0,13.0,,44756.0,8418.0,,30883.0,149327.0,24853.0,61184.0,,50910.0,65887.0,14743.0,45566.11,296919.1,708133.95,859790.5,173251.87,,
Honduras,HN,HND,Australia,AU,AUS,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,0.117339638589494,0.299184397163121,0.0166726297820873,0.116230419842548,0.0002197785849099,,0.576624322992077,0.0495193103250703,,0.573975632938094,1.84626884974138,0.722892056884301,2.47578398072592,,1.41090629736451,1.66814609867955,0.679241284306453,2.5690355455875,17.8892468382534,35.3411044102146,25.503747591385,5.85271419435936,,
Honduras,HN,HND,Australia,AU,AUS,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,51030.0,,,,297719.1,,,,,
Honduras,HN,HND,Australia,AU,AUS,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,-50790.0,,,,-296119.1,,,,,
Honduras,HN,HND,Austria,AT,AUT,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,,106217.0,6465.0,726.62,,500.0,,,,
Honduras,HN,HND,Austria,AT,AUT,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,,883.081143997339,5.02416885559303,0.407028983071735,,1.52262622571411,,,,
Honduras,HN,HND,Austria,AT,AUT,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,9088.0,6592.0,927.0,,9564.0,6071.0,17290.0,27718.0,21859.0,25321.0,13632.0,73913.0,61793.0,,222080.0,947079.0,173260.0,292499.0,,492084.0,756174.0,589428.0,3525520.27,976178.87,397717.8,172613.93,1505681.9,,
Honduras,HN,HND,Austria,AT,AUT,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,0.179802826010122,0.355921541314395,0.57441841381448,0.979232208183114,0.653064419416798,0.538395869059301,0.354895287406086,2.48090309128588,1.8052994755566,,6.93425756795154,16.6816530685252,4.34018797127149,1.46135032429098,,4.51425545663807,9.12936080203987,4.14939360063526,36.2912713174608,24.9740230767834,3.40736765513602,1.74725911988571,10.1796905666796,,
Honduras,HN,HND,Austria,AT,AUT,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,,862391.0,595893.0,3526246.89,,398217.8,,,,
Honduras,HN,HND,Austria,AT,AUT,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,,-649957.0,-582963.0,-3524793.65,,-397217.8,,,,
Honduras,HN,HND,"Bahamas, The",BS,BHS,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,7540.0,,,,,,149.0,,,,,,,,,,,,
Honduras,HN,HND,"Bahamas, The",BS,BHS,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,0.309754217833627,,,,,,0.0099445507866206,,,,,,,,,,,,
Honduras,HN,HND,"Bahamas, The",BS,BHS,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,82.0,,,,,,,,,71.0,,,,,,,
Honduras,HN,HND,"Bahamas, The",BS,BHS,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,0.0614618936259519,,,,,,,,,6.80728667305848,,,,,,,
Honduras,HN,HND,"Bahrain, Kingdom of",BH,BHR,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,,,,,,,113.58,,,214.87,,
Honduras,HN,HND,"Bahrain, Kingdom of",BH,BHR,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,,,,,,,0.0698455256555321,,,0.0022712916014112,,
Honduras,HN,HND,Bangladesh,BD,BGD,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,,,,164720.89,41153.5,0.5,,2746.39,,
Honduras,HN,HND,Bangladesh,BD,BGD,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,,,,,,4.63479623692144,2.2581266440672,0.0002332970945179,,0.0776447192691011,,
Honduras,HN,HND,Bangladesh,BD,BGD,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,104.0,,17.0,,,,,,,4942.0,,,82.13,,,206.9,125.01,,
Honduras,HN,HND,Bangladesh,BD,BGD,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,0.155579158376591,,0.0057678540529353,,,,,,,0.371902474558695,,,0.0049158064155074,,,0.0046518257910352,0.0013332730386616,,
Honduras,HN,HND,Bangladesh,BD,BGD,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,,,,164803.02,,,,2871.4,,
Honduras,HN,HND,Bangladesh,BD,BGD,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,,,,,,164638.76,,,,2621.38,,
Honduras,HN,HND,Barbados,BB,BRB,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,637.0,,,,,,,,,,,,,,,,,,,52.63,,,34.75,163.0,,
Honduras,HN,HND,Barbados,BB,BRB,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,,,,,,0.0107741061156307,,,0.0027747989169101,0.101286273535077,,
Honduras,HN,HND,"Belarus, Rep. of",BY,BLR,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,111.0,,,,,,,,,,,,,,49.75,,14211.12,,4612.01,,
Honduras,HN,HND,"Belarus, Rep. of",BY,BLR,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,,,,,,0.290239775975731,,0.271665997591329,,0.0518863610155619,,
Honduras,HN,HND,Belgium,BE,BEL,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,397.0,,,,,,,,,4991.0,,,60830.0,,,54.0,,,
Honduras,HN,HND,Belgium,BE,BEL,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,0.0004981659274758,,,,,,,,,0.0058327750066934,,,0.0173695692262882,,,4.45250931304163e-05,,,
Honduras,HN,HND,Belgium,BE,BEL,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,517345.0,29658.0,91357.0,103375.0,270090.0,257512.0,74183.0,130815.0,5864558.0,,415445.0,76809.0,832886.0,324142.0,,291058.0,117898.0,111158.0,146942.93,2243962.91,194563.7,240832.7,192712.49,,
Honduras,HN,HND,Belgium,BE,BEL,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,6.41459691528688,0.26032726731067,0.676718418263938,0.412794319854323,1.0450203382184,0.763918978642533,0.36337569916256,0.662778373630079,26.3073884654244,,2.66526647339911,0.355624783142916,2.35329698663577,0.870284136324843,,0.745792862488288,0.388623828364984,0.344066113140296,0.305201067497025,4.93680436163755,0.831386126687316,1.03343533259612,0.526267943631645,,
Honduras,HN,HND,Belgium,BE,BEL,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,74580.0,,,,,,,,,296049.0,,,207772.93,,,240886.7,,,
Honduras,HN,HND,Belgium,BE,BEL,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,-73786.0,,,,,,,,,-286067.0,,,-86112.93,,,-240778.7,,,
Honduras,HN,HND,Belgium-Luxembourg,,,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
